Country Code,Country Name_x,Continent_x,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
LDC,Least developed countries: UN classification,Global,9.16235095597612,9.26725803962195,9.34330491644276,9.61865949941786,9.72107896995573,9.74198381224182,9.76481192074195,10.0067113612712,10.2484218746471,10.6438016490874,10.4526757039865,10.4614208436396,11.9560406027142,11.5832532027144,11.3046293254902
LIC,Low income,Global,9.61835913991836,9.19210748637521,9.70102360954096,9.97805171253935,10.0654958800861,9.79280862856108,9.8430787451783,10.1240041645064,10.3706404519547,10.6278923463815,10.6694324776593,10.7261272313279,12.0429626026436,11.267830526589,11.2001520069804
LKA,Sri Lanka,Asia,18.791,21.207,18.722,16.83,16.848,18.078,18.787,19.261,20.074,17.399,20.489,20.375,20.967,21.121,26.123
LMC,Lower middle income,Global,13.7545739698884,14.3163449768455,14.7087774769376,15.1659054438389,15.9061796391261,16.3890480852152,16.7475933919682,17.6304655080499,18.1262048174269,18.5800773449169,18.7492483951848,17.1231272866157,21.4699763259177,18.2339496542385,17.7729134662387
LMY,Low & middle income,Global,13.1150681007624,13.7499574775097,13.7605681435875,13.9133386208012,14.1826524089069,14.4811991101566,14.7655026385617,15.5094576858924,16.0328022383191,16.2772050207969,16.3675936500543,15.6569757528487,18.7674893497653,16.7471968789629,16.16932272719
LSO,Lesotho,Africa,23.935,24.244,24.15,24.294,24.367,24.646,24.737,24.782,24.829,25.106,25.097,25.116,27.866,26.907,26.657
LTE,Late-demographic dividend,Global,11.563699555686,12.4695205904432,11.8665603460223,11.8472951619395,11.8249278576555,11.8818225079474,12.0165377789099,12.689101764914,13.5147823038873,13.6181606997274,13.0280138306015,13.5210403575911,15.7451094691519,15.2058312641371,14.505185739378
LTU,Lithuania,Europe,13.366,29.619,35.768,32.608,26.693,21.933,19.294,16.34,14.485,13.279,11.13,11.87,19.588,14.316,11.045
LUX,Luxembourg,Europe,17.827,17.142,14.177,16.764,18.668,15.473,22.408,17.357,18.886,15.402,14.211,16.989,23.239,16.981,17.538
LVA,Latvia,Europe,13.699,33.552,36.312,31.122,28.625,23.286,19.628,16.312,17.282,16.981,12.192,12.419,14.863,14.774,13.196
MAC,"Macao SAR, China",Asia,5.889,7.526,5.41,5.747,5.468,4.119,3.839,4.322,4.975,5.049,5.064,4.654,7.696,6.015,7.046
MAR,Morocco,Africa,18.233,16.649,17.658,17.973,18.685,19.204,20.012,20.864,22.317,22.251,22.433,22.579,26.501,24.888,24.938
MDA,Moldova,Europe,11.246,15.476,17.968,14.973,13.19,12.245,9.326,12.353,10.961,11.849,7.106,10.379,10.771,9.133,8.11
MDG,Madagascar,Africa,3.528,4.185,4.941,3.24,1.016,1.794,2.563,3.339,3.378,3.424,3.478,3.518,4.48,4.188,3.949
MDV,Maldives,Asia,22.57,24.677,23.528,22.234,20.887,19.717,18.384,16.858,15.316,14.923,14.463,13.926,16.33,16.053,15.126
MEA,Middle East & North Africa,Middle East,23.0308182863708,22.6447180144039,23.5752528603425,24.5911488724382,26.094798419438,25.662511208019,25.8401326244574,27.0687850419274,27.1673784567911,27.6063297720794,26.4658194652565,25.0238112991984,26.1214872220377,25.5404303524623,24.9910766961799
MEX,Mexico,North America,7.6,10.046,9.72,9.789,9.379,9.399,9.432,8.55,7.668,6.88,6.846,7.217,8.092,7.867,6.357
MIC,Middle income,Global,13.4642732535637,14.218297777488,14.1903185815788,14.3435313152728,14.6477819392652,15.027122066821,15.3563548673084,16.1773379114935,16.758204214456,17.0232012900208,17.1422780912414,16.3470329816739,19.7343818280416,17.5109108727773,16.8930506502039
MKD,North Macedonia,Europe,56.757,55.15,55.234,55.201,54.146,52.379,53.755,47.745,48.957,47.26,46.409,35.481,35.537,36.147,34.905
MLI,Mali,Africa,2.255,2.247,2.236,2.236,2.248,2.216,2.174,2.158,2.142,2.233,2.322,2.347,6.737,4.19,4.489
MLT,Malta,Europe,11.673,14.558,13.273,13.351,13.831,12.726,11.681,11.614,10.674,10.544,9.058,9.323,10.891,9.508,8.273
MMR,Myanmar,Asia,1.585,1.596,1.602,1.616,1.615,1.599,1.588,1.595,2.526,3.6,1.851,1.322,4.964,17.510008582473837,16.488693677509787
MNA,Middle East & North Africa (excluding high income),Middle East,23.5601488393198,23.1093082789837,24.2088220286853,25.3852022510928,27.1394099645306,26.5518442981424,26.6803503712009,28.2102801802453,28.6830530377416,28.6487158072654,27.4730862443095,26.1465749435498,26.8756366259638,26.3573984592944,25.986581868965
MNE,Montenegro,Europe,31.909,35.682,36.705,37.043,44.066,41.847,36.027,37.741,36.1,31.892,29.66,25.355,36.333,30.322,28.259
MNG,Mongolia,Asia,9.722,10.071,14.608,10.326,8.386,10.61,11.99,12.751,20.188,17.476,16.459,16.091,15.882,17.435,19.371
MOZ,Mozambique,Africa,6.598,6.696,6.78,6.856,6.948,7.042,7.127,7.231,7.27,7.276,7.29,7.319,8.049,8.034,8.052
MRT,Mauritania,Africa,15.191,15.175,15.13,15.098,15.087,16.252,17.411,18.57,19.855,20.976,21.017,20.994,22.727,22.146,21.899
MUS,Mauritius,Africa,19.194,21.42,23.473,21.555,23.515,22.147,24.726,25.577,22.951,24.197,24.198,22.072,24.364,23.604,22.859
MWI,Malawi,Africa,6.832,6.816,6.817,6.819,6.822,6.764,6.793,6.853,6.887,6.902,6.933,6.958,8.09,7.745,7.73
MYS,Malaysia,Asia,10.611,11.527,11.305,9.877,10.461,10.295,9.967,11.261,11.097,11.611,11.736,11.27,12.613,12.442,11.7
NAC,North America,North America,12.6411579084247,17.3039973997585,18.0222213508172,16.974862418433,16.0333975567123,15.357089246351,13.4056664892843,11.7554817875666,10.6615664459471,9.46665247416784,8.84827531230252,8.62280425658743,15.3729983419293,10.0656787168379,8.09112811952013
NAM,Namibia,Africa,44.126,44.459,44.47,39.268,34.023,40.401,38.641,41.308,44.138,41.283,37.989,38.162,41.013,40.149,39.777
NCL,New Caledonia,Oceania,35.687,34.479,34.486,35.573,36.692,37.427,38.216,37.203,36.15,34.64,33.612,32.415,46.144,38.191,38.023
NER,Niger,Africa,3.124,2.213,1.27,0.47,3.86,2.315,0.67,0.694,0.713,0.735,0.753,0.776,1.04,0.868,0.708
NGA,Nigeria,Africa,9.619,9.616,9.63,9.676,9.789,9.828,10.298,10.817,11.344,11.742,12.159,12.588,14.352,13.649,13.442
NIC,Nicaragua,North America,9.91,12.853,12.344,10.192,8.114,8.934,8.384,8.81,7.394,6.334,10.003,10.106,11.674,11.273,10.71
NLD,Netherlands,Europe,8.577,10.206,11.077,10.015,11.706,13.17,12.74,11.237,10.822,8.858,7.171,6.747,9.129,9.592,7.789
NOR,Norway,Europe,7.484,9.175,9.277,8.612,8.424,9.093,7.828,9.89,11.126,10.337,9.665,9.927,11.294,12.5,9.644
NPL,Nepal,Asia,19.693,19.664,19.705,19.66,19.703,19.66,19.752,19.656,19.47,19.794,19.829,19.907,24.084,22.323,20.598
NZL,New Zealand,Oceania,11.465,16.828,17.52,17.623,18.076,15.332,14.123,13.917,13.525,13.014,11.844,11.327,12.435,10.471,9.228
OED,OECD members,Global,13.5785379959747,17.3311847041615,17.4614012675338,17.0009472538801,17.107821456465,17.0726908564787,16.1717708905425,15.0113587782294,14.1803056017857,13.1610346618239,12.4136216980449,12.6026717587921,15.7365006432179,13.6484169926897,11.3323429845151
OMN,Oman,Asia,9.632,9.56,9.879,10.032,10.26,10.625,10.79,10.23,9.658,7.609,5.382,5.393,13.564,7.748,7.466
OSS,Other small states,Global,23.1934102433682,24.4082016999176,25.0236785520057,24.368006503763,24.1304349626491,24.8361657527949,24.2804327953983,24.2976155108436,24.0996641248677,23.6519808069456,23.0208001309497,22.6288757012329,25.9604395554776,25.031147722925,24.7866548210087
PAK,Pakistan,Asia,0.978,1.088,1.286,1.722,3.835,5.961,4.053,6.676,7.069,7.455,7.842,9.57,11.894,11.029,11.309
PAN,Panama,North America,13.277,13.545,13.428,11.104,9.594,9.901,11.532,11.683,12.3,14.826,14.088,17.138,32.019,22.535,20.186
PER,Peru,South America,7.423,7.106,6.842,7.015,6.858,7.002,7.563,6.87,8.272,8.303,8.333,7.38,12.642,9.562,7.452
PHL,Philippines,Asia,10.154,10.475,10.047,9.754,9.604,9.399,9.663,8.688,7.77,7.482,6.702,6.776,7.045,7.304,6.337
PNG,Papua New Guinea,Oceania,4.029,3.761,3.564,4.452,4.439,4.488,4.405,4.555,4.615,4.682,4.768,4.734,5.359,5.262,5.204
POL,Poland,Europe,17.235,20.57,23.69,25.738,26.489,27.289,23.852,20.778,17.669,14.816,11.764,9.858,10.806,11.918,8.71
PRE,Pre-demographic dividend,Global,9.48674514605902,9.49653834006338,10.2793809099406,10.3649378334305,10.2630850754267,10.0360572619093,10.0604671477103,10.3400437044922,10.5879779226029,11.1124565167593,11.272749543037,11.6217126747935,12.9312217807915,12.2679372406871,12.082695749305
PRI,Puerto Rico,North America,24.62,32.483,35.382,34.373,31.642,31.194,30.336,26.24,25.948,23.842,20.395,18.508,18.937,16.85,13.114
PRK,"Korea, Dem. Peopleâ€™s Rep.",Asia,6.639,6.728,6.522,6.709,6.655,6.707,6.68,6.823,6.983,6.836,6.692,6.618,7.43,7.378,6.937
PRT,Portugal,Europe,16.653,20.306,22.756,30.265,37.92,38.106,34.761,31.964,27.956,23.873,20.282,18.256,22.554,23.421,17.8
PRY,Paraguay,South America,9.619,11.758,10.627,11.364,10.048,9.471,11.074,10.911,11.497,10.848,14.47,15.222,17.084,16.126,15.152
PSE,West Bank and Gaza,Middle East,37.283,33.987,36.173,31.202,34.602,37.055,36.263,37.115,38.391,41.709,42.06,39.983,41.868,41.446,40.721
PSS,Pacific island small states,Oceania,8.342702113818,8.79830549738111,8.76757082000232,8.87031866273932,9.10011823300864,8.89072110608105,8.92611076463111,9.0393731393433,9.12030895437076,9.1569186151282,9.22248851807788,9.22494387279713,9.9976120194991,9.84295099516001,9.68203933081633
PST,Post-demographic dividend,Global,13.1606694337366,17.1054741804295,17.7326037411424,17.5165037282431,17.9811122345544,17.9372437707226,17.0234341459554,15.7373458574878,14.6640307424505,13.1800568750536,12.1787230827202,11.5799883843833,15.288916575318,12.8670171899558,10.5324743552693
PYF,French Polynesia,Oceania,34.156,34.783,34.448,34.511,34.132,34.123,34.292,34.243,34.3,34.074,34.33,34.457,38.178,36.59,36.368
QAT,Qatar,Asia,0.992,1.124,1.284,1.307,1.477,1.109,0.74,0.574,0.484,0.505,0.441,0.421,0.494,0.514,0.304
ROU,Romania,Europe,18.837,21.008,21.891,23.796,22.519,23.719,23.99,21.635,20.604,18.367,16.304,16.773,17.323,21.004,21.981
RUS,Russian Federation,Europe,14.1,18.527,17.171,15.539,14.972,14.17,13.995,16.327,16.655,16.41,17.008,15.148,16.91,16.144,14.37
RWA,Rwanda,Africa,16.496,16.614,16.626,16.634,16.639,16.715,16.695,16.644,16.681,16.691,17.737,17.242,17.19,17.728,17.413
SAS,South Asia,Asia,14.3452149951467,15.1298581645154,15.431076343108,16.0759974757242,17.0704650790685,18.1140595680984,18.5951921761239,19.7210405296765,20.5798139642657,21.4508084640555,22.280032651571,19.9664547878769,26.2871888608789,21.1145692869246,20.569189855903
SAU,Saudi Arabia,Asia,29.419,29.974,29.488,29.355,28.399,29.608,30.326,28.979,24.495,31.27,29.491,24.809,27.513,26.589,23.766
SDN,Sudan,Africa,27.039,23.41,27.602,32.17,32.572,32.208,32.222,32.363,32.383,32.503,32.653,32.73,35.983,34.81,34.454
SEN,Senegal,Africa,13.98,13.59,13.132,12.738,11.535,10.432,9.2,8.044,6.369,5.838,5.962,4.046,5.149,4.805,4.781
SGP,Singapore,Asia,9.101,12.784,9.871,9.221,8.944,9.352,8.774,9.363,9.14,9.686,8.684,7.683,10.67,7.427,6.122
SLB,Solomon Islands,Oceania,3.625,3.698,2.997,2.411,1.852,1.25,1.296,1.322,1.326,1.356,1.392,1.434,1.766,1.785,2.824
SLE,Sierra Leone,Africa,6.772,7.212,7.636,8.073,8.466,8.884,9.463,8.087,6.441,5.001,3.571,3.632,4.361,4.193,4.15
SLV,El Salvador,North America,10.827,13.881,10.155,8.546,8.447,8.518,9.588,8.68,9.519,9.768,9.301,9.614,11.356,10.159,8.962
SOM,Somalia,Africa,33.005,33.088,33.203,33.3,33.415,33.428,33.494,33.416,33.598,33.779,33.782,33.91,35.763,35.352,35.632
SRB,Serbia,Europe,35.223,41.479,46.441,51.171,51.191,49.419,47.61,43.234,34.953,31.87,29.652,27.461,26.615,25.806,24.848
SSA,Sub-Saharan Africa,Africa,10.8720003406138,10.9885311687229,12.055143084708,11.6018961025338,11.4863870850152,11.1222868072439,11.189728038298,11.2842114257378,11.2923736149113,11.3040326400883,11.2973356594249,11.567414188367,12.6545115097714,12.4201087854189,12.354030058777
SSD,South Sudan,Africa,18.563,18.669,18.616,18.723,18.918,18.546,18.728,18.969,19.021,18.905,18.764,18.584,20.877,19.907,19.213
SSF,Sub-Saharan Africa (IDA & IBRD countries),Africa,10.8720003406138,10.9885311687229,12.055143084708,11.6018961025338,11.4863870850152,11.1222868072439,11.189728038298,11.2842114257378,11.2923736149113,11.3040326400883,11.2973356594249,11.567414188367,12.6545115097715,12.4201087854189,12.354030058777
SST,Small states,Global,21.1991613023177,22.4709335667842,23.0011568428092,22.6057985096176,22.7764129685845,23.6500554083686,23.0982654785759,22.9707029469586,22.9913721063277,22.381512797736,21.6627399392561,21.242898290716,24.5302671725832,23.5994589907786,22.9067403245405
STP,Sao Tome and Principe,Africa,22.832,22.365,21.516,20.849,20.166,20.282,20.357,20.617,20.789,20.921,21.078,21.232,23.759,22.753,22.74
SUR,Suriname,South America,20.032,19.603,13.469,19.266,19.665,19.457,15.664,13.068,25.217,25.044,25.037,25.125,28.931,27.315,26.178
SVK,Slovak Republic,Europe,19.096,27.391,33.681,33.519,34.105,33.745,29.728,26.52,22.253,18.974,14.988,16.111,19.354,20.663,19.3
SVN,Slovenia,Europe,10.462,13.622,14.668,15.745,20.588,21.609,20.215,16.274,15.221,11.204,8.797,8.132,14.16,12.838,11.085
SWE,Sweden,Europe,20.199,25.027,24.74,22.744,23.581,23.443,22.739,20.293,18.839,17.876,17.387,20.086,23.886,24.559,20.684
SWZ,Eswatini,Africa,56.078,54.787,53.49,52.428,51.189,50.175,49.19,47.971,46.959,47.075,47.176,47.262,51.861,50.002,49.772
SYR,Syrian Arab Republic,Asia,22.288,16.429,20.5,20.863,21.542,21.858,21.871,21.821,21.669,21.325,21.018,20.773,23.412,22.362,22.123
TCD,Chad,Africa,1.57,1.57,1.557,1.571,1.555,1.553,1.545,1.54,1.537,1.521,1.501,1.53,2.352,2.021,1.875
TEA,East Asia & Pacific (IDA & IBRD countries),Asia,10.3451105392785,10.5299387142105,9.97055655412331,10.1369986389217,9.92268150850371,10.0705581614388,10.2821902649573,10.6267921613249,10.4091288628144,10.1550117826175,9.73851135070339,9.93509453821264,11.555820713125,11.4950452346954,11.7224325482097
TEC,Europe & Central Asia (IDA & IBRD countries),Europe,15.5784171623629,18.7747790942303,18.3418138835325,17.4401628990178,17.2027557415833,17.3277251720574,17.714327822774,17.9320333474645,17.6142648283568,16.9961202139903,16.5792767760305,16.784163470879,17.8531165374968,17.2371208494318,16.488693677509787
TGO,Togo,Africa,5.716,4.848,3.989,3.134,3.403,3.686,3.981,4.289,6.788,9.254,9.248,9.248,10.181,9.928,9.814
THA,Thailand,Asia,4.915,5.757,2.61,2.969,2.784,1.253,3.151,3.151,3.795,4.469,4.139,4.344,5.309,4.949,4.473
TJK,Tajikistan,Asia,25.328,25.746,24.766,23.304,22.728,21.222,19.754,18.066,16.196,15.868,15.943,15.916,17.125,17.011,17.405
TKM,Turkmenistan,Asia,9.6,8.322,8.568,8.793,9.284,9.359,9.583,9.478,9.334,9.068,9.079,9.08,10.373,9.992,10.594
TLA,Latin America & the Caribbean (IDA & IBRD countries),South America,14.289486347379,15.955500577242,14.755939771581,14.3380791037551,13.6481619976488,13.8847139445354,13.7344022752326,14.7517235934438,17.1410127315749,17.5503865703391,17.5709894114775,17.7098365011386,20.9388176597229,18.9592666092179,15.2565662020213
TLS,Timor-Leste,Asia,9.174,9.244,9.313,10.046,10.728,11.366,11.927,12.537,13.076,13.108,12.936,12.523,13.508,13.445,13.303
TMN,Middle East & North Africa (IDA & IBRD countries),Middle East,23.4066154941231,22.9835163117622,24.0659375041074,25.313409419088,27.0443374627733,26.4142689836066,26.5518418271359,28.088737874814,28.5488247132052,28.4668621726977,27.268345322723,25.9513980278657,26.66292467321,26.1419605154341,25.7752065490562
TON,Tonga,Oceania,3.481,4.099,4.205,4.291,4.814,5.144,5.378,5.716,5.761,6.212,6.675,6.674,7.744,7.381,8.38
TSA,South Asia (IDA & IBRD),Asia,14.3452149951467,15.1298581645154,15.431076343108,16.0759974757242,17.0704650790685,18.1140595680984,18.5951921761239,19.7210405296765,20.5798139642657,21.4508084640555,22.280032651571,19.9664547878769,26.2871888608789,21.1145692869246,20.569189855903
TSS,Sub-Saharan Africa (IDA & IBRD),Africa,10.8720003406138,10.9885311687229,12.055143084708,11.6018961025338,11.4863870850152,11.1222868072439,11.189728038298,11.2842114257378,11.2923736149113,11.3040326400883,11.2973356594249,11.567414188367,12.6545115097715,12.4201087854189,12.354030058777
TTO,Trinidad and Tobago,North America,10.404,11.634,9.74,8.528,8.572,6.219,5.86,5.833,8.631,8.741,8.824,9.026,11.634,12.934,11.568
TUN,Tunisia,Africa,28.435,30.849,29.331,42.254,38.198,34.68,36.909,35.052,35.245,35.466,35.976,35.339,38.509,37.312,37.133
TUR,Turkey,Asia,18.075,22.361,19.387,16.391,15.361,16.561,17.468,18.133,19.126,20.111,19.804,24.804,24.689,22.376,18.981
TZA,Tanzania,Africa,5.334,4.917,5.906,6.912,6.455,5.82,3.758,3.803,3.824,3.857,3.913,3.939,3.81,4.184,4.261
UGA,Uganda,Africa,4.83,5.472,5.4,5.243,5.252,2.662,3.373,4.091,4.816,5.567,5.539,5.571,7.083,6.541,6.578
UKR,Ukraine,Europe,12.979,18.268,17.76,17.835,17.838,17.671,23.576,22.581,23.091,18.929,17.933,15.435,19.328,19.11,16.488693677509787
UMC,Upper middle income,Global,13.1310842895817,14.1038445893698,13.572630552867,13.3398624266937,13.0676994022776,13.2644350802203,13.4978946957653,14.1687464441588,14.8089409560103,14.7516564530466,14.7493046464398,15.170839946974,17.0630727726692,16.4013699819297,15.4838941907833
URY,Uruguay,South America,22.371,20.969,20.719,18.063,18.561,19.277,19.426,22.856,24.129,25.233,26.54,28.142,33.928,31.674,27.576
USA,United States,North America,12.748,17.509,18.346,17.257,16.198,15.524,13.396,11.606,10.409,9.244,8.613,8.371,14.873,9.706,7.893
UZB,Uzbekistan,Asia,10.123,11.045,11.983,11.246,11.541,11.654,12.315,12.485,12.271,13.557,13.592,13.44,12.795,13.627,13.829
VCT,St. Vincent and the Grenadines,North America,36.624,36.939,37.122,37.102,37.142,37.248,37.398,37.516,37.628,37.829,37.956,38.203,41.58,40.43,38.181
VEN,"Venezuela, RB",South America,12.365,12.135,14.176,14.037,14.077,16.221,14.823,13.235,11.673,12.336,12.446,12.712,13.8,13.445,11.388
VIR,Virgin Islands (U.S.),North America,20.919,24.076,24.068,25.339,26.018,27.559,27.615,26.595,27.849,26.931,26.988,27.412,29.674,28.567,27.198
VNM,Vietnam,Asia,5.317,4.494,3.474,3.265,3.703,4.632,4.756,6.351,6.788,7.016,4.505,5.501,6.422,6.805,7.438
VUT,Vanuatu,Oceania,4.076,4.183,4.251,4.202,4.298,4.341,4.278,4.41,4.294,4.285,4.449,4.443,5.078,5.069,5.067
WLD,World,Global,13.2322629970691,14.2534746920229,14.3295814260931,14.4317040660658,14.7044525554756,14.9787083696528,15.0814336202401,15.557597838566,15.8601002161789,15.9596256308386,15.9190897217266,15.2361700411705,18.4011516868811,16.356035193514,15.5815159940624
WSM,Samoa,Oceania,14.36,14.845,14.652,14.639,17.267,17.115,17.22,17.533,17.934,19.095,19.22,18.789,20.284,20.035,20.81
YEM,"Yemen, Rep.",Asia,21.145,21.531,21.875,22.832,23.165,23.751,24.495,24.997,24.64,24.583,24.508,24.524,26.077,25.981,25.641
ZAF,South Africa,Africa,36.536,38.589,45.536,39.739,41.897,42.81,43.958,41.999,43.936,42.811,43.761,47.406,43.499,49.864,51.519
ZMB,Zambia,Africa,16.648,22.629,28.846,22.978,16.915,17.072,17.144,17.206,17.146,17.051,8.726,10.325,11.022,11.101,11.033
ZWE,Zimbabwe,Africa,8.733,8.715,8.834,9.035,8.309,7.67,6.937,7.862,8.781,9.67,10.592,11.616,12.7,12.519,12.374
